ambito,tipo,texto,archivo
dx.sindromico,sindrome,"Encefalopatía hipertensiva: cefalea intensa, epistaxis, vómitos y confusión mental, a veces convulsión, en hipertensión arterial grave.",08g
dx.sindromico,sindrome,"Estenosis mitral: disnea progresiva, fatiga, palpitaciones por fibrilación auricular. Soplo diastólico en ruflar en foco mitral, pulso pequeño, presión convergente, cianosis labial.",08h
dx.sindromico,sindrome,"Insuficiencia mitral: disnea, palpitaciones. Soplo holosistólico de regurgitación en foco mitral irradiado a axila y dorso, pulso pequeño, irregular si hay fibrilación auricular.",08h
dx.sindromico,sindrome,"Estenosis aórtica: angina, síncope de esfuerzo y disnea. Soplo mesosistólico de eyección en foco aórtico irradiado al cuello, frémito sistólico, pulso parvus, presión convergente.",08h
dx.sindromico,sindrome,"Insuficiencia aórtica: presión arterial divergente, pulso céler de Corrigan, signos de Musset y Quincke, danza arterial. Soplo diastólico en foco aórtico, doble soplo femoral de Duroziez.",08h
dx.sindromico,sindrome,"Estenosis tricuspídea: cansancio, congestión hepática, edema, ascitis. Soplo presistólico y ruflar diastólico en foco tricuspídeo que aumenta con la inspiración (Rivero-Carvallo)",08h
dx.sindromico,sindrome,"Insuficiencia tricuspídea: ingurgitación yugular visible, hepatomegalia, ascitis, cianosis tardía. Soplo sistólico de regurgitación en apéndice xifoides que aumenta con la inspiración.",08h
dx.sindromico,sindrome,"Coartación de aorta: piernas frías, cefalea. Pulsos femorales débiles, presión alta en brazos y baja en piernas, circulación colateral intercostal, soplo sistólico y continuo dorsal.",08h
dx.sindromico,sindrome,"Tetralogía de Fallot: niño cianótico, crisis anóxicas, posición de cuclillas, hipodesarrollo, hipocratismo digital. Segundo ruido único, soplo sistólico de eyección paraesternal izquierdo.",08h
dx.sindromico,sindrome,"Comunicación interauricular: acianótico, infecciones respiratorias a repetición, disnea, hipodesarrollo. Segundo ruido desdoblado en foco pulmonar, soplo sistólico de eyección.",08h
dx.sindromico,sindrome,"Comunicación interventricular: acianótica al inicio, infecciones pulmonares, disnea, hipodesarrollo. Soplo holosistólico en xifoides, frémito paraesternal izquierdo, clic de eyección.",08h
dx.sindromico,sindrome,"Síndrome isquémico agudo: dolor súbito, miembro frío, pálido y luego cianótico, ampollas. Ausencia de pulso distal a la obstrucción comparado con el lado sano, confirmar con Doppler.",08i
dx.sindromico,sindrome,"Síndrome isquémico crónico: claudicación intermitente que cede con reposo, luego dolor en reposo, pérdida de vello, úlceras, parestesias, gangrena. Asimetría de pulsos periféricos.",08i
dx.sindromico,sindrome,"Síndrome varicoso: dolor, edema, hiperpigmentación, eczema, dermatofibrosis, úlceras varicosas. Dilataciones venosas visibles, prueba de Trendelenburg positiva.",08i
dx.sindromico,sindrome,"Trombosis venosa profunda: edema unilateral del miembro inferior bajo el nivel del trombo, dolor en pantorrilla, signo de Homans positivo, reposo o cirugía reciente (tríada de Virchow)",08i
dx.sindromico,sindrome,"Tromboembolia pulmonar: disnea súbita, dolor pleurítico, tos con esputo hemoptoico, taquipnea, cianosis, frote pleural. Shock si el émbolo es masivo (cor pulmonale agudo)",08i
dx.sindromico,sindrome,"Linfedema: edema unilateral, duro, sin fóvea, piel engrosada en pata de elefante, por obstrucción linfática (filariasis, erisipela, ligadura quirúrgica)",08i
dx.sindromico,sindrome,"Síndrome ascítico: aumento del volumen abdominal, disnea, oliguria. Abdomen en batracio, ombligo protruido, circulación colateral, matidez desplazable, signo de la oleada si es a tensión.",09e
dx.sindromico,sindrome,"Síndrome diarreico: heces menos consistentes y más frecuentes. Alta: voluminosa, sin tenesmo. Baja: escasa, muy frecuente, con tenesmo, moco, pus o sangre. Ruidos hidroaéreos aumentados.",09e
dx.sindromico,sindrome,"Síndrome ictérico: ictericia en escleróticas, prurito, coluria, acolia, anorexia, hepatomegalia dolorosa, esplenomegalia, vesícula palpable indolora si hay obstrucción (Courvoisier-Terrier)",09e
dx.sindromico,sindrome,"Insuficiencia hepática: fetor hepático, ictericia, ascitis, edema, equimosis, telangiectasias, eritema palmar, ginecomastia, atrofia testicular, Dupuytren. Albúmina baja, transaminasas altas.",09e
dx.sindromico,sindrome,"Encefalopatía hepática: confusión, inversión del sueño, asterixis (flapping), fetor hepático, alteración de la escritura, reflejos aumentados y luego disminuidos, Babinski, coma.",09e
dx.sindromico,sindrome,"Hipertensión portal: ascitis, esplenomegalia, circulación colateral tipo porta y várices esofágicas con riesgo de hemorragia, por cirrosis o trombosis portal o suprahepática.",09e
dx.sindromico,sindrome,"Síndrome de malabsorción: diarrea crónica, esteatorrea, pérdida de peso, tetania, dolor óseo, sangrados. Caquexia, glositis, queilitis, anemia, distensión abdominal, edema.",09e
dx.sindromico,sindrome,"Hemorragia digestiva: alta con hematemesis y melena, baja con enterorragia o hematoquecia. Taquicardia, hipotensión postural, piel fría, síncope y shock si la pérdida pasa de 1500 ml.",09e
dx.sindromico,sindrome,"Abdomen agudo: dolor abdominal de menos de 6 horas que exige decisión rápida. Tipos: inflamatorio, obstructivo, perforativo, hemorrágico y vascular.",09f
dx.sindromico,sindrome,"Apendicitis aguda: dolor epigástrico que migra a fosa ilíaca derecha, anorexia, vómitos, fiebre leve tardía. McBurney doloroso, Blumberg, Rovsing, psoas u obturador positivos.",09f
dx.sindromico,sindrome,"Síndrome de perforación (úlcera perforada): dolor súbito en puñalada, abdomen en tabla, desaparición de la matidez hepática (Jobert), silencio abdominal, neumoperitoneo radiológico.",09f
dx.sindromico,sindrome,"Síndrome peritonítico: defensa abdominal localizada o en tabla, Blumberg positivo, distensión, silencio por íleo paralítico, facies afilada, fiebre alta, taquicardia, hipotensión.",09f
dx.sindromico,sindrome,"Síndrome obstructivo intestinal: dolor cólico, vómitos, falta de eliminación de gases y heces. Distensión abdominal, ruidos hidroaéreos de lucha y luego silencio, deshidratación.",09g
dx.sindromico,sindrome,"Íleo paralítico: distensión, vómitos y falta de eliminación de gases y heces, con dolor continuo no cólico y silencio abdominal desde el inicio.",09g
dx.sindromico,sindrome,"Colecistitis aguda: dolor en hipocondrio derecho irradiado a escápula y hombro derechos, signo de Murphy positivo, mujer con litiasis biliar conocida.",09g
dx.sindromico,sindrome,"Pancreatitis aguda: dolor epigástrico en barra o cinturón irradiado a hipocondrios y dorso, signos de Cullen y Grey Turner tardíos, amilasa y lipasa elevadas.",09g
dx.sindromico,sindrome,"Embarazo ectópico roto: retraso menstrual, dolor súbito en hipogastrio, palidez, taquicardia, hipotensión, signo de Lafont, matidez desplazable, Douglas abombado y doloroso.",09g
dx.sindromico,sindrome,"Insuficiencia renal aguda: caída brusca de la función renal, oliguria o anuria, edema por hipervolemia, náuseas, vómitos, aliento urémico, alteración del sensorio. Urea y creatinina altas.",10c
dx.sindromico,sindrome,"Insuficiencia renal crónica: filtración glomerular menor de 60 ml/min, poliuria, nicturia, anemia, hipertensión, náuseas, vómitos, aliento urémico, alteraciones neuropsíquicas.",10c
dx.sindromico,sindrome,"Síndrome nefrítico: hematuria (orina color coca-cola), edema periorbitario moderado e hipertensión arterial, con oliguria y proteinuria leve a moderada. Antecedente estreptocócico.",10c
dx.sindromico,sindrome,"Síndrome nefrótico: proteinuria de 3,5 g o más en 24 horas, hipoalbuminemia, hipercolesterolemia, edema intenso hasta anasarca, orina espumosa, derrames cavitarios.",10c
dx.sindromico,sindrome,"Infección urinaria baja (cistitis): disuria, polaquiuria, tenesmo vesical, hematuria. Leucocitos en orina y urocultivo positivo.",10c
dx.sindromico,sindrome,"Infección urinaria alta (pielonefritis): fiebre de 39 a 40 °C, dolor lumbar, náuseas, vómitos, signo de Giordano positivo (puño-percusión lumbar dolorosa)",10c
dx.sindromico,sindrome,"Síndrome piramidal: paresia o plejía, espasticidad con signo de la navaja, hiperreflexia, clonus, Babinski y Hoffman positivos, marcha en guadaña.",11e
dx.sindromico,sindrome,"Síndrome extrapiramidal (parkinsoniano): rigidez en rueda dentada, bradicinesia, temblor de reposo, fuerza conservada, pérdida de reflejos posturales, marcha a pasos cortos.",11e
dx.sindromico,sindrome,"Síndrome cerebeloso: hipotonía, marcha atáxica con base ampliada, temblor de intención, dismetría, disdiadococinesia, nistagmo, disartria escandida, fuerza conservada.",11e
dx.sindromico,sindrome,"Síndrome de Brown-Séquard: déficit motor y pérdida de sensibilidad profunda del lado de la lesión, pérdida de dolor y temperatura del lado opuesto (hemisección medular)",11e
dx.sindromico,sindrome,"Síndrome de cordones posteriores: pérdida de la sensibilidad vibratoria, marcha tabética, signo de Romberg positivo.",11e
dx.sindromico,sindrome,"Síndrome de cono medular: anestesia en silla de montar (región perianal, sacrocoxígea, ano y genitales)",11e
dx.sindromico,sindrome,"Síndrome meníngeo: cefalea intensa, vómitos, fiebre, rigidez de nuca, signos de Kernig, Brudzinski y Lasègue positivos, posición en gatillo de fusil.",11e
dx.sindromico,sindrome,"Síndrome de hipertensión endocraneana: cefalea intensa, vómito explosivo sin náusea y edema de papila en el fondo de ojo (aparece días o semanas después)",11e
dx.sindromico,sindrome,"Síndrome convulsivo: crisis paroxística por descarga cortical anormal, con o sin causa aguda. Epilepsia si recurre sin desencadenante. Incluye ausencias y crisis parciales complejas.",11e
dx.sindromico,sindrome,"Síndrome del tallo cerebral: deterioro de conciencia con patrón respiratorio anormal (apnéustico, atáxico), alteraciones pupilares y postura de decorticación o decerebración.",11e
dx.sindromico,sindrome,"Coma: pérdida del reconocimiento de sí y del entorno con déficit de alerta, se gradúa con Glasgow (ocular 1 a 4, motora 1 a 6, verbal 1 a 5, total 3 a 15)",11e
dx.sindromico,sindrome,"Síndrome de Guillain-Barré: parálisis flácida, ascendente y simétrica con arreflexia, puede comprometer músculos respiratorios, antecedente infeccioso.",11e
dx.sindromico,sindrome,"Síndrome miasténico: debilidad muscular fatigable, diplopía y dificultad para caminar, por falla de la unión neuromuscular.",11e
dx.sindromico,sindrome,"Trastorno del sensorio (síncope): pérdida transitoria de conciencia con recuperación espontánea, de origen neurológico o cardiovascular.",11e
dx.sindromico,sindrome,"Síndrome hipertiroideo: intolerancia al calor, sudoración, pérdida de peso con apetito, nerviosismo, temblor fino, taquicardia, fibrilación auricular, exoftalmos, piel caliente y húmeda.",13a
dx.sindromico,sindrome,"Síndrome hipotiroideo: cansancio, intolerancia al frío, aumento de peso, estreñimiento, bradicardia, piel seca, voz ronca, macroglosia, edema periorbitario, reflejos lentos.",13a
dx.sindromico,sindrome,"Síndrome de Cushing: obesidad centrípeta, cara de luna llena, joroba de búfalo, estrías violáceas, equimosis, debilidad muscular proximal, hipertensión arterial, acné, hipertricosis.",13b
dx.sindromico,sindrome,"Insuficiencia suprarrenal crónica (Addison): astenia, pérdida de peso, náuseas, vómitos, diarrea, hipotensión postural, síncope, hiperpigmentación de piel, cicatrices y boca.",13b
dx.sindromico,sindrome,"Insuficiencia suprarrenal aguda (crisis addisoniana): náuseas, vómitos, pérdida brusca de líquidos y sales, riesgo de shock.",13b
dx.sindromico,sindrome,"Hiperaldosteronismo: hipertensión arterial con hipopotasemia, cansancio, nicturia, parálisis o flacidez de miembros inferiores, signo de Chvostek.",13b
dx.sindromico,sindrome,"Feocromocitoma: crisis bruscas de cefalea, sudoración, palpitaciones, taquicardia, palidez e hipertensión arterial paroxística.",13b
dx.resumen,consejo,Reúne solo los datos positivos de la anamnesis y del examen físico. Va después del examen físico y antes de las consideraciones diagnósticas.,02c
dx.resumen,consejo,"Separa síntomas (subjetivos, los refiere el paciente) de signos (objetivos, los reconoces al examinar). No los confundas.",01
dx.resumen,consejo,Incluye lo hallado en la revisión de sistemas aunque no se relacione con el motivo de consulta. Puede revelar otra enfermedad.,02c
dx.resumen,consejo,"Anota cada dato positivo por separado. Reunidos sostienen una sospecha: piel amarilla, heces decoloradas y orina encendida.",02c
dx.resumen,consejo,Revisa que no falte nada. La mayoría de los errores nacen de un interrogatorio o un examen físico incompletos.,02c
dx.sindromico,consejo,"Síndrome es el conjunto de síntomas y signos que definen un estado morboso. Todavía no es una enfermedad, orienta hacia ella.",01
dx.sindromico,consejo,Responde a la pregunta: ¿con qué forma clínica se presenta? Ejemplo: síndrome edematoso en un diabético con pies hinchados.,01
dx.sindromico,consejo,"Ningún hallazgo aislado define un síndrome. Lo define la combinación de inspección, palpación, percusión y auscultación.",07e
dx.sindromico,consejo,"Reconocerlo rápido es el primer paso del razonamiento. Ejemplo: paciente con fiebre, síndrome febril, luego se plantea la causa.",01
dx.presuntivo,consejo,Es la hipótesis o impresión diagnóstica que surge de la anamnesis y el examen físico. Es cambiable.,01
dx.presuntivo,consejo,"Se fundamenta en las consideraciones diagnósticas, a partir de los datos positivos del resumen semiológico.",02c
dx.presuntivo,consejo,"Precisa además el diagnóstico funcional (mecanismo), anatómico (sitio y tipo de lesión) y etiológico (causa de fondo)",01
dx.presuntivo,consejo,"Ejemplo: síndrome edematoso, retención hidrosalina, glomeruloesclerosis renal y diabetes mellitus como causa.",01
dx.presuntivo,consejo,"No lo trates como diagnóstico final. Los exámenes lo confirman, descartan o modifican hasta el definitivo, que guía el tratamiento.",01
dx.diferencial,consejo,"No se resuelve con un solo dato. La localización del dolor orienta, pero el signo asociado y el antecedente distinguen.",09g
dx.diferencial,consejo,"Cambia con edad, sexo y procedencia. En fosa ilíaca derecha, en mujer piensa también en torsión de quiste ovárico.",09f
dx.diferencial,consejo,"Compara el patrón de los cuatro métodos. La atelectasia atrae el mediastino, el derrame lo desplaza al lado sano.",07e
dx.diferencial,consejo,"Confirma el signo antes de pedir estudios invasivos. Escleróticas blancas con piel amarilla sugieren carotenemia, no ictericia.",09e
dx.diferencial,consejo,En el anciano no te detengas en la primera explicación: suelen coexistir varias enfermedades.,02c
tx.tratamiento,consejo,"Se decide con el diagnóstico definitivo. Indica su intención: sintomático, curativo, paliativo o profiláctico.",01
tx.tratamiento,consejo,Indica quién lo ejecuta: tratamiento clínico (sin cirugía) o quirúrgico.,01
tx.tratamiento,consejo,"Ejemplos: paracetamol en resfrío viral (sintomático), antibiótico en neumonía (curativo), penicilina benzatínica tras fiebre reumática.",01
tx.tratamiento,consejo,"Es individual: ajústalo a las enfermedades asociadas del paciente, por ejemplo cuidando el riñón en el diabético.",08h
plan.plan,consejo,"Ordena los exámenes auxiliares que contrastan la sospecha: laboratorio, endoscopias, radiografías, ecografías, cultivos o biopsias.",02c
plan.plan,consejo,"Pide exámenes que confirmen, descarten o modifiquen la hipótesis, midan la gravedad y busquen complicaciones.",01
plan.plan,consejo,"Ajusta el plan al caso y a la procedencia. Ejemplo: síndrome febril con sospecha de tifoidea, hemograma, reacción de Vidal, hemocultivo.",01
plan.plan,consejo,Incluye exámenes para seguir la evolución y evaluar la respuesta al tratamiento.,01
evo.evolucion,consejo,"Registra cada día: fecha y hora, apreciación subjetiva y objetiva, y verificación del tratamiento y la dieta.",02c
evo.evolucion,consejo,"Cierra cada nota con interpretación, comentario y decisiones, más los datos y la firma del médico.",02c
evo.evolucion,consejo,"Pronóstico: bueno si hay tratamiento y se espera curación, malo si el desenlace previsible es fatal. Formúlalo con cautela.",02c
evo.evolucion,consejo,"Epicrisis: al alta o fallecimiento, resume signos, síntomas, hallazgos del examen, resultados y tratamiento.",02c
dx.sindromico,sindrome,"Várices de miembros inferiores: dolor, edema, hiperpigmentación, eczema, dermatofibrosis, úlceras varicosas. Dilataciones venosas visibles, prueba de Trendelenburg positiva.",08i
dx.diferencial,consejo,"Cambia con la edad y el sexo. Ante dolor en fosa ilíaca derecha en una mujer, piensa también en torsión de quiste ovárico.",09f
ex.general,indicacion,"Los exámenes confirman, descartan o modifican la hipótesis diagnóstica hasta llegar al diagnóstico definitivo.",01
ex.general,indicacion,"También descubren enfermedad sin síntomas, cuantifican gravedad, detectan complicaciones y evalúan la respuesta al tratamiento.",01
ex.general,lectura,"Pedir según hipótesis y procedencia: fiebre con sospecha de tifoidea, hemograma, reacción de Vidal o hemocultivo.",01
ex.general,lectura,"Hospitalizado: siempre hemograma, más glucosa si sospecha diabetes, creatinina si riesgo renal, gasometría si falla respiratoria.",09c
ex.general,indicacion,"Cardiópata adulto: hemograma, glucosa, función renal y perfil lipídico como exámenes de rutina.",08f
ex.general,lectura,Neurología: electroencefalograma para la actividad cortical y electromiografía para músculo y nervio periférico.,11j
ex.general,alerta,Tratar la hipótesis como si ya fuera el diagnóstico final es el error de método más común del estudiante.,01
ex.general,alerta,Un examen alterado aislado no hace el diagnóstico: correlacionarlo siempre con la clínica y los antecedentes.,08i
ex.hemograma,indicacion,Pedirlo siempre en el paciente hospitalizado (regla práctica de clase).,09c
ex.hemograma,normal,Hemoglobina: 12 a 16 g/dl en mujeres y 13 a 17 g/dl en varones.,BIOQUIMICA 2026/entities/estructuras/Hemoglobina.md
ex.hemograma,normal,Hematocrito: 40 a 50%.,FISIOPATOLOGIA 2026/clases/Clase_26_INSUFICIENCIA_RENAL_CRONICA.md
ex.hemograma,normal,Plaquetas: 150 000 a 400 000 por microlitro.,FISIOLOGIA 2026/conceptos/Plaquetas.md
ex.hemograma,normal,"Leucocitos: 4 000 a 10 000 por microlitro, con neutrófilos entre 55 y 70% del total.",fuera de notas
ex.hemograma,lectura,"Leucocitosis con desviación a la izquierda orienta a infección bacteriana, por ejemplo neumonía.",07e
ex.hemograma,lectura,"Hematocrito elevado por hemoconcentración en la deshidratación, por ejemplo en la obstrucción intestinal.",09g
ex.hemograma,alerta,Apendicitis con más de 15 000 leucocitos y neutrofilia mayor de 80% sugiere perforación.,09f
ex.hemograma,alerta,En altura la hemoglobina es mayor: eritrocitosis excesiva si es 21 g/dl o más en varones y 19 g/dl o más en mujeres.,FISIOPATOLOGIA 2026/entities/enfermedades/Eritrosis-Patologica-de-la-Altura.md
ex.hemograma,alerta,"Edema pulmonar de altura: leucocitosis con neutrofilia en 40% por estrés, sin infección.",FISIOPATOLOGIA 2026/esquemas/Esquema_30_EAP-Altura.md
ex.orina,indicacion,"Sospecha renal o urinaria: síndrome nefrítico, nefrótico, insuficiencia renal e infección urinaria (recuento de leucocitos).",10c
ex.orina,lectura,"Muestra: primera orina de la mañana, desechando el primer chorro, en frasco estéril.",10b
ex.orina,normal,"Volumen 800 a 1 800 ml en 24 horas, densidad 1 015 a 1 025, amarillo pálido a ámbar, límpida, pH 4,5 a 7.",10b
ex.orina,normal,"Proteinuria hasta 120 a 150 mg en 24 horas. Glucosa, cetonas y urobilinógeno ausentes.",10b
ex.orina,normal,Sedimento: hasta 2 hematíes y hasta 3 leucocitos por campo. Cilindros hialinos aislados sin significado.,10b
ex.orina,lectura,"Más de 10 leucocitos por campo sugiere infección urinaria, confirmar con urocultivo de más de 100 000 colonias por ml.",FISIOPATOLOGIA 2026/esquemas/Esquema_29_ITU.md
ex.orina,lectura,Cilindros hemáticos: lesión glomerular (síndrome nefrítico). Cilindros leucocitarios: pielonefritis o nefritis intersticial.,10b
ex.orina,lectura,"Proteinuria de 3,5 g o más en 24 horas define síndrome nefrótico, cuantificarla en orina de 24 horas y no solo en cruces.",10c
ex.orina,indicacion,Microalbuminuria: detecta la nefropatía diabética antes de que aparezca proteinuria franca.,10b
ex.orina,alerta,"Fiebre, esfuerzo físico intenso o trastornos de la coagulación dan hematuria microscópica sin lesión renal.",10b
ex.glucosa,indicacion,"Sospecha de diabetes, paciente hospitalizado o cardiópata, síndrome nefrótico.",09c
ex.glucosa,normal,Glucosa en ayunas: 70 a 100 mg/dl.,BIOQUIMICA 2026/entities/estructuras/Glucosa.md
ex.glucosa,lectura,Glucosa en ayunas de 100 a 125 mg/dl: glucosa alterada en ayunas.,FARMACOLOGIA 2026/clases/41a_Insulina_glucagon_diabetes_mellitus.md
ex.glucosa,lectura,"Diabetes: ayunas de 126 mg/dl o más en dos ocasiones, o 200 mg/dl o más a las 2 horas de la carga oral de glucosa.",BIOQUIMICA 2026/entities/estructuras/Glucosa.md
ex.glucosa,lectura,Glucosa al azar mayor de 200 mg/dl con síntomas también es diagnóstica de diabetes.,FARMACOLOGIA 2026/clases/41a_Insulina_glucagon_diabetes_mellitus.md
ex.glucosa,lectura,"Hemoglobina glicosilada de 6,5% o más indica diabetes.",BIOQUIMICA 2026/entities/estructuras/Glucosa.md
ex.glucosa,lectura,En la pancreatitis aguda la glucemia se eleva (sube el glucagón y cae la insulina).,09d
ex.glucosa,lectura,La glucosuria aparece cuando la glucemia supera unos 180 mg/dl (umbral renal).,FISIOPATOLOGIA 2026/entities/estructuras/Nefrona.md
ex.glucosa,alerta,Hipoglicemia: glucosa plasmática menor de 70 mg/dl.,FISIOPATOLOGIA 2026/entities/enfermedades/Hipoglicemia.md
ex.glucosa,alerta,Ante convulsiones descartar hipoglicemia (menos de 50 mg/dl).,05b
ex.renal,indicacion,"Riesgo de insuficiencia renal: oliguria, síndrome hepatorrenal del cirrótico, cardiópata o hipertenso.",09c
ex.renal,normal,"Creatinina sérica: 0,6 a 1,4 mg/dl. Urea sanguínea: 15 a 45 mg/dl.",10b
ex.renal,normal,Depuración de creatinina: 97 a 137 ml/min en varones y 88 a 128 ml/min en mujeres (promedio 120 ml/min).,10b
ex.renal,lectura,"Cockcroft-Gault: [(140 - edad) x peso en kg] / (creatinina sérica x 72), multiplicar por 0,85 en mujeres.",10b
ex.renal,lectura,"Estadios por filtración glomerular: leve 50 a 80, moderada 10 a 50, grave menor de 10 ml/min.",10c
ex.renal,indicacion,"Insuficiencia renal: completar con electrolitos, electrocardiograma (hiperpotasemia), gasometría y examen de orina.",10c
ex.renal,alerta,"Filtración glomerular menor de 60 ml/min define insuficiencia renal crónica, que es irreversible.",10c
ex.renal,alerta,Oliguria: menos de 400 ml en 24 horas. Anuria: menos de 100 ml. Riesgo de hiperpotasemia y acidosis.,10c
ex.renal,alerta,Urea elevada con creatinina normal en hemorragia digestiva: no confundir con insuficiencia renal intrínseca.,09e
ex.hepatico,indicacion,"Hepatobiliar: bilirrubinas y fracciones, transaminasas, fosfatasa alcalina, tiempo de protrombina. Páncreas: amilasa y lipasa.",09c
ex.hepatico,normal,"Bilirrubina total: hasta 1,2 mg/dl. La ictericia se hace visible con más de 2,5 mg/dl.",09a
ex.hepatico,normal,"Transaminasas (TGO y TGP): hasta unos 40 U/L, según el laboratorio.",fuera de notas
ex.hepatico,lectura,"Ictericia hemolítica: predomina la bilirrubina indirecta, sin coluria, y el total rara vez supera 5 mg/dl.",09a
ex.hepatico,lectura,"Ictericia hepatocelular: suben ambas bilirrubinas, transaminasas muy elevadas, con coluria.",FISIOPATOLOGIA 2026/clases/Clase_36_SINDROME_ICTERICO.md
ex.hepatico,lectura,"Ictericia obstructiva: predomina bilirrubina directa, fosfatasa alcalina muy elevada, coluria y acolia. Confirmar con ecografía.",FISIOPATOLOGIA 2026/clases/Clase_36_SINDROME_ICTERICO.md
ex.hepatico,lectura,"Insuficiencia hepática: transaminasas elevadas, albúmina disminuida y globulina aumentada.",09e
ex.hepatico,alerta,"Amilasa que triplica su valor sugiere pancreatitis, pero también sube en úlcera perforada, colecistitis, obstrucción y ectópico roto.",09d
ex.hepatico,alerta,"Colestasis grave: déficit de vitamina K (factores II, VII, IX y X) con riesgo de sangrado.",09a
ex.hepatico,alerta,"Revisar escleróticas antes de pedir estudios: piel amarilla con escleróticas blancas es hipercarotinemia, no ictericia.",09e
ex.electrolitos,indicacion,"Insuficiencia cardíaca congestiva: sodio, potasio y cloro, junto con hemograma, función renal y gasometría.",08g
ex.electrolitos,indicacion,"Obstrucción intestinal con deshidratación: electrolitos y gases arteriales, además del hemograma.",09g
ex.electrolitos,normal,Sodio sérico: 135 a 145 mEq/L.,05b
ex.electrolitos,normal,"Potasio sérico: 3,5 a 5,0 mEq/L.",FISIOPATOLOGIA 2026/clases/Clase_07_METABOLISMO_DEL_POTASIO.md
ex.electrolitos,normal,Cloro sérico: 98 a 108 mmol/L.,FISIOLOGIA 2026/clases/03_UNIDAD_III_BASES_CELULARES_MEMBRANA_Y_MUSCULO/01_Capitulo_1.md
ex.electrolitos,normal,"Calcio sérico: 6 a 11 mg/dl según apuntes 2020 y 9 a 11 mg/dl según 2018 (discrepancia, contrastar en clase).",09d
ex.electrolitos,lectura,"Deshidratación: isotónica (sodio normal), hipotónica (sodio bajo, menos de 130 en apuntes 2020), hipertónica (sodio alto).",05b
ex.electrolitos,alerta,"Hiperpotasemia en insuficiencia renal (puede llegar a 8 o 9 mEq/L): pedir electrocardiograma, riesgo de arritmia y paro.",FISIOPATOLOGIA 2026/esquemas/Esquema_25_IRA.md
ex.electrolitos,alerta,Calcio sérico menor de 7 mg/dl en pancreatitis aguda indica mal pronóstico.,09d
ex.electrolitos,alerta,Diuresis excesiva en el paciente ascítico puede producir hipopotasemia y agravar una encefalopatía.,09e
ex.gasometria,indicacion,"De rutina en insuficiencia respiratoria, enfisema y enfermedad pulmonar obstructiva crónica.",07g
ex.gasometria,indicacion,"Crisis asmática: gasometría u oximetría para cuantificar el grado de acidosis, junto con espirometría y hemograma.",07f
ex.gasometria,normal,"PH 7,35 a 7,45, presión arterial de dióxido de carbono 35 a 45 mmHg, bicarbonato 22 a 26 mEq/L.",FISIOLOGIA 2026/concepts/Gases-Arteriales.md
ex.gasometria,normal,Presión arterial de oxígeno: 80 a 100 mmHg.,FISIOLOGIA 2026/concepts/Gasometria-Arterial.md
ex.gasometria,lectura,"Mirar el pH, luego el componente: dióxido de carbono alterado indica origen respiratorio, bicarbonato alterado indica metabólico.",FISIOLOGIA 2026/concepts/Gases-Arteriales.md
ex.gasometria,lectura,La compensación del sistema opuesto ayuda a confirmar el trastorno primario.,FISIOLOGIA 2026/concepts/Gases-Arteriales.md
ex.gasometria,alerta,"Hipoxemia si la presión arterial de oxígeno es menor de 60 mmHg: disnea, cianosis, taquicardia, confusión.",FISIOLOGIA 2026/concepts/Gasometria-Arterial.md
ex.gasometria,alerta,En altura la saturación normal puede ser 88 a 92% (más de 95% a nivel del mar): no aplicar valores costeños.,FISIOPATOLOGIA 2026/Saturacion-Oxigeno.md
ex.esputo,indicacion,"Rutina en toda neumopatía. Baciloscopia (Ziehl-Neelsen) si la tos dura más de 15 días, en tres muestras sucesivas.",07g
ex.esputo,indicacion,Cultivo para bacilo de Koch confirma tuberculosis (demora 3 a 45 días). Cultivo en Sabouraud para hongos.,07g
ex.esputo,indicacion,Células neoplásicas (Papanicolaou) en el primer esputo del día: cerca de 80% de positividad en carcinoma broncogénico.,07g
ex.esputo,normal,"Un adulto produce unos 100 ml de moco en 24 horas, que deglute sin toser.",07a
ex.esputo,lectura,"Describir tipo: mucoso (asma, bronquitis), purulento (neumonía, absceso), seroso y rosado (edema agudo de pulmón).",07a
ex.esputo,lectura,"Color y olor: herrumbroso en neumonía, achocolatado en absceso amebiano, fétido en absceso por anaerobios o cáncer.",07a
ex.esputo,alerta,Su valor se limita por la contaminación con gérmenes de la vía aérea superior.,07g
ex.esputo,alerta,"Si el paciente no expectora (niño, inconsciente): lavado gástrico en ayunas para buscar bacilo de Koch.",07g
ex.ppd,indicacion,Investigar contacto con el bacilo de Koch o tuberculosis activa o latente.,07g
ex.ppd,lectura,"Inyectar 0,1 ml de tuberculina intradérmica en el antebrazo y medir el diámetro de la pápula a las 72 horas.",07g
ex.ppd,normal,Negativa: pápula de 10 mm o menos. Positiva: pápula de más de 10 mm de diámetro a las 72 horas.,07g
ex.ppd,alerta,"Positiva no distingue entre vacunación con BCG, contacto con el bacilo y tuberculosis activa o latente.",07g
ex.espirometria,indicacion,Confirmar la obstrucción en el asma bronquial y estudiar la función pulmonar.,07g
ex.espirometria,normal,Relación volumen espiratorio forzado en el primer segundo / capacidad vital forzada: cerca de 80%.,FISIOLOGIA 2026/clases/07_UNIDAD_VII_RESPIRACION_COMPLEMENTO/01_Capitulo_43.md
